,Pred_Backdoor_Malware,Pred_BenignTraffic,Pred_BrowserHijacking,Pred_CommandInjection,Pred_DDoS-ACK_Fragmentation,Pred_DDoS-HTTP_Flood,Pred_DDoS-ICMP_Flood,Pred_DDoS-ICMP_Fragmentation,Pred_DDoS-PSHACK_Flood,Pred_DDoS-RSTFINFlood,Pred_DDoS-SYN_Flood,Pred_DDoS-SlowLoris,Pred_DDoS-SynonymousIP_Flood,Pred_DDoS-TCP_Flood,Pred_DDoS-UDP_Flood,Pred_DDoS-UDP_Fragmentation,Pred_DictionaryBruteForce,Pred_DNS_Spoofing,Pred_DoS-HTTP_Flood,Pred_DoS-SYN_Flood,Pred_DoS-TCP_Flood,Pred_DoS-UDP_Flood,Pred_MITM-ArpSpoofing,Pred_Mirai-greeth_flood,Pred_Mirai-greip_flood,Pred_Mirai-udpplain,Pred_Recon-HostDiscovery,Pred_Recon-OSScan,Pred_Recon-PingSweep,Pred_Recon-PortScan,Pred_SqlInjection,Pred_Uploading_Attack,Pred_VulnerabilityScan,Pred_XSS
Real_DDoS-SynonymousIP_Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3925,0.0,0.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0
Real_DDoS-TCP_Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.8725,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_DDoS-UDP_Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5075,0.0,0.0,0.0,0.0,0.0,0.0,0.4925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_DDoS-UDP_Fragmentation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.9825,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_DictionaryBruteForce,0.1075,0.095,0.0625,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.2825,0.0425,0.0,0.0,0.0,0.0,0.0325,0.0,0.0,0.0,0.035,0.035,0.09,0.025,0.025,0.085,0.0275,0.0475
Real_DNS_Spoofing,0.055,0.0425,0.05,0.0425,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.025,0.385,0.0,0.0,0.0,0.0025,0.1525,0.0,0.0,0.0,0.0175,0.0175,0.0375,0.0,0.0425,0.055,0.03,0.0325
Real_DoS-HTTP_Flood,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0025,0.02,0.0,0.0,0.0,0.0,0.0,0.0025,0.82,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_DoS-SYN_Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.1075,0.0,0.0,0.0,0.0,0.0,0.0,0.6175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_DoS-TCP_Flood,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.5825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_DoS-UDP_Flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0025,0.0,0.0,0.0,0.0,0.0,0.8775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_MITM-ArpSpoofing,0.03,0.0425,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.115,0.0,0.0,0.0,0.0,0.5775,0.0,0.0,0.0025,0.0025,0.0125,0.0425,0.0,0.015,0.065,0.01,0.0125
Real_Mirai-greeth_flood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0025,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.455,0.51,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_Mirai-greip_flood,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.1825,0.7975,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_Mirai-udpplain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9875,0.0025,0.0,0.0025,0.0,0.0,0.0,0.0,0.0
Real_Recon-HostDiscovery,0.08,0.05,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.015,0.0,0.0,0.0,0.0,0.0275,0.0,0.0,0.0,0.4875,0.015,0.0475,0.055,0.035,0.08,0.005,0.065
Real_Recon-OSScan,0.045,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1075,0.0625,0.0725,0.185,0.135,0.0325,0.03,0.0325
Real_Recon-PingSweep,0.0575,0.075,0.0475,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0475,0.0175,0.0,0.0,0.0,0.0,0.0775,0.0,0.0,0.0,0.02,0.0475,0.2875,0.0175,0.1775,0.0725,0.045,0.0075
Real_Recon-PortScan,0.0375,0.0475,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.025,0.0,0.0,0.0,0.0,0.0275,0.0,0.0,0.0,0.175,0.065,0.0775,0.245,0.15,0.04,0.03,0.015
Real_SqlInjection,0.0575,0.0575,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0275,0.0375,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0125,0.045,0.095,0.0025,0.395,0.135,0.045,0.0375
Real_Uploading_Attack,0.132,0.068,0.028,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.012,0.04,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.008,0.016,0.068,0.004,0.068,0.396,0.004,0.036
Real_VulnerabilityScan,0.0925,0.045,0.06,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.055,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0425,0.0525,0.085,0.015,0.305,0.0875,0.09,0.015
Real_XSS,0.13,0.0675,0.0375,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0175,0.0425,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0175,0.04,0.065,0.0025,0.07,0.3025,0.03,0.0675
