,Pred_Backdoor_Malware,Pred_BenignTraffic,Pred_BrowserHijacking,Pred_CommandInjection,Pred_DDoS-ACK_Fragmentation,Pred_DDoS-HTTP_Flood,Pred_DDoS-ICMP_Flood,Pred_DDoS-ICMP_Fragmentation,Pred_DDoS-PSHACK_Flood,Pred_DDoS-RSTFINFlood,Pred_DDoS-SYN_Flood,Pred_DDoS-SlowLoris,Pred_DDoS-SynonymousIP_Flood,Pred_DDoS-TCP_Flood,Pred_DDoS-UDP_Flood,Pred_DDoS-UDP_Fragmentation,Pred_DictionaryBruteForce,Pred_DNS_Spoofing,Pred_DoS-HTTP_Flood,Pred_DoS-SYN_Flood,Pred_DoS-TCP_Flood,Pred_DoS-UDP_Flood,Pred_MITM-ArpSpoofing,Pred_Mirai-greeth_flood,Pred_Mirai-greip_flood,Pred_Mirai-udpplain,Pred_Recon-HostDiscovery,Pred_Recon-OSScan,Pred_Recon-PingSweep,Pred_Recon-PortScan,Pred_SqlInjection,Pred_Uploading_Attack,Pred_VulnerabilityScan,Pred_XSS
Real_MITM-ArpSpoofing,0.0325,0.0175,0.0175,0.01,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.17,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.005,0.025,0.0025,0.0175,0.0125,0.0,0.02
Real_Mirai-greeth_flood,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_Mirai-greip_flood,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_Mirai-udpplain,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real_Recon-HostDiscovery,0.04,0.035,0.0625,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.5675,0.0225,0.01,0.0425,0.0375,0.0225,0.02,0.0925
Real_Recon-OSScan,0.0275,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0475,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.065,0.1525,0.0825,0.1925,0.1125,0.0,0.07,0.015
Real_Recon-PingSweep,0.0275,0.0975,0.025,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0575,0.3775,0.02,0.16,0.0075,0.1175,0.0225
Real_Recon-PortScan,0.0125,0.0775,0.0225,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575,0.005,0.0,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.11,0.08,0.055,0.3225,0.1425,0.0025,0.0825,0.015
Real_SqlInjection,0.0375,0.075,0.035,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0075,0.0125,0.075,0.005,0.445,0.0075,0.16,0.08
Real_Uploading_Attack,0.132,0.08,0.04,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.004,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.016,0.004,0.024,0.0,0.08,0.196,0.02,0.264
Real_VulnerabilityScan,0.0475,0.0525,0.0475,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425,0.0125,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.035,0.03,0.06,0.015,0.245,0.0125,0.315,0.0625
Real_XSS,0.215,0.0475,0.045,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,0.0,0.03,0.0225,0.0125,0.005,0.0775,0.0525,0.025,0.315
